	AreaName	Total area in square miles 1990	Total area in square miles 2000	Land area in square miles 1980	Land area in square miles 1990	Land area in square miles 2000	Land area in square miles 2010	Water area in square miles 1990	Water area in square miles 2000	county	state
2543	Putnam, TN	402.44	402.56	399.17	400.97	401.05	401.1	1.47	1.5	Putnam	 TN
2544	Rhea, TN	336.4	336.39	308.97	315.95	315.94	315.38	20.45	20.45	Rhea	 TN
2545	Roane, TN	394.99	394.98	356.72	360.99	360.98	360.71	34.0	34.0	Roane	 TN
2546	Robertson, TN	476.72	476.67	475.88	476.52	476.47	476.29	0.2	0.2	Robertson	 TN
2547	Rutherford, TN	624.0	623.94	605.52	618.97	618.91	619.36	5.03	5.03	Rutherford	 TN
2548	Scott, TN	533.25	533.22	528.06	532.12	532.09	532.3	1.13	1.13	Scott	 TN
2549	Sequatchie, TN	266.04	266.02	265.51	265.86	265.85	265.86	0.18	0.18	Sequatchie	 TN
2550	Sevier, TN	597.77	597.73	590.27	592.33	592.29	592.5	5.44	5.45	Sevier	 TN
2551	Shelby, TN	783.69	783.63	771.61	754.87	754.53	763.17	28.82	29.1	Shelby	 TN
2552	Smith, TN	325.38	325.35	312.78	314.44	314.41	314.29	10.94	10.94	Smith	 TN
2553	Stewart, TN	493.22	493.2	454.32	457.7	458.48	459.33	35.52	34.72	Stewart	 TN
2554	Sullivan, TN	429.71	429.69	415.25	413.05	413.02	413.36	16.66	16.67	Sullivan	 TN
2555	Sumner, TN	543.16	543.12	529.05	529.35	529.3	529.45	13.81	13.81	Sumner	 TN
2556	Tipton, TN	474.76	474.72	454.15	459.4	459.37	458.37	15.36	15.35	Tipton	 TN
2557	Trousdale, TN	116.65	116.64	114.29	114.25	114.24	114.19	2.4	2.4	Trousdale	 TN
2558	Unicoi, TN	186.49	186.49	186.44	186.14	186.14	186.17	0.35	0.35	Unicoi	 TN
2559	Union, TN	247.14	247.13	218.25	223.57	223.56	223.55	23.57	23.57	Union	 TN
2560	Van Buren, TN	274.61	274.59	272.52	273.47	273.46	273.42	1.14	1.14	Van Buren	 TN
2561	Warren, TN	434.12	434.08	430.58	432.71	432.69	432.68	1.41	1.4	Warren	 TN
2562	Washington, TN	329.71	329.8	326.27	326.22	326.31	326.47	3.49	3.49	Washington	 TN
2563	Wayne, TN	735.65	735.59	733.64	734.02	733.96	734.1	1.63	1.63	Wayne	 TN
2564	Weakley, TN	581.85	581.81	581.43	580.28	580.19	580.36	1.57	1.62	Weakley	 TN
2565	White, TN	379.55	379.39	373.0	376.75	376.58	376.67	2.8	2.8	White	 TN
2566	Williamson, TN	583.67	583.62	583.74	582.73	582.68	582.6	0.94	0.94	Williamson	 TN
2567	Wilson, TN	583.27	583.2	570.49	570.64	570.57	570.83	12.63	12.63	Wilson	 TN
2568	TEXAS	268600.96	268580.82	262016.56	261914.26	261797.12	261231.71	6686.7	6783.7		
2569	Anderson, TX	1078.05	1077.95	1076.88	1070.93	1070.79	1062.6	7.12	7.16	Anderson	 TX
2570	Andrews, TX	1501.09	1500.99	1500.96	1500.73	1500.64	1500.71	0.36	0.36	Andrews	 TX
2571	Angelina, TX	864.51	864.45	806.63	801.62	801.56	797.78	62.89	62.89	Angelina	 TX
2572	Aransas, TX	528.01	527.95	280.46	251.96	251.86	252.07	276.05	276.09	Aransas	 TX
2573	Archer, TX	925.85	925.78	907.36	909.76	909.7	903.11	16.09	16.09	Archer	 TX
2574	Armstrong, TX	913.85	913.81	909.46	913.67	913.63	909.11	0.18	0.18	Armstrong	 TX
2575	Atascosa, TX	1235.73	1235.61	1217.92	1232.22	1232.12	1219.54	3.51	3.49	Atascosa	 TX
2576	Austin, TX	656.44	656.37	655.67	652.66	652.59	646.51	3.78	3.78	Austin	 TX
2577	Bailey, TX	827.43	827.38	826.44	826.75	826.69	826.8	0.68	0.68	Bailey	 TX
2578	Bandera, TX	797.6	797.54	792.68	791.77	791.73	790.96	5.83	5.81	Bandera	 TX
2579	Bastrop, TX	895.99	895.92	894.87	888.45	888.35	888.15	7.54	7.57	Bastrop	 TX
2580	Baylor, TX	901.08	901.01	862.16	870.84	870.77	867.48	30.24	30.24	Baylor	 TX
2581	Bee, TX	880.39	880.31	880.39	880.22	880.14	880.24	0.17	0.17	Bee	 TX
2582	Bell, TX	1087.19	1087.93	1054.78	1058.99	1059.72	1051.02	28.2	28.21	Bell	 TX
2583	Bexar, TX	1256.76	1256.66	1247.69	1246.93	1246.82	1239.82	9.83	9.84	Bexar	 TX
2584	Blanco, TX	713.46	713.41	713.52	711.3	711.24	709.25	2.16	2.16	Blanco	 TX
2585	Borden, TX	906.11	906.04	899.71	898.86	898.8	897.44	7.25	7.24	Borden	 TX
2586	Bosque, TX	1002.72	1002.63	988.79	989.28	989.18	982.98	13.44	13.46	Bosque	 TX
2587	Bowie, TX	922.83	922.77	890.76	887.94	887.87	885.01	34.89	34.9	Bowie	 TX
2588	Brazoria, TX	1597.54	1597.44	1406.87	1386.88	1386.4	1357.7	210.66	211.04	Brazoria	 TX
2589	Brazos, TX	590.35	590.29	588.56	585.83	585.78	585.45	4.52	4.51	Brazos	 TX
2590	Brewster, TX	6193.22	6192.78	6168.82	6193.04	6192.61	6183.73	0.18	0.18	Brewster	 TX
2591	Briscoe, TX	901.64	901.59	887.27	900.31	900.25	900.0	1.33	1.33	Briscoe	 TX
2592	Brooks, TX	943.67	943.61	941.74	943.34	943.28	943.36	0.33	0.33	Brooks	 TX
2593	Brown, TX	957.03	956.94	936.01	943.99	943.85	944.43	13.04	13.08	Brown	 TX
2594	Burleson, TX	677.83	677.78	668.5	665.61	665.54	659.03	12.22	12.24	Burleson	 TX
2595	Burnet, TX	1020.18	1020.96	994.05	995.3	996.04	994.26	24.88	24.93	Burnet	 TX
2596	Caldwell, TX	547.46	547.41	545.69	545.79	545.73	545.26	1.67	1.69	Caldwell	 TX
2597	Calhoun, TX	1032.24	1032.16	540.0	512.36	512.31	506.84	519.88	519.84	Calhoun	 TX
2598	Callahan, TX	901.34	901.26	899.12	898.7	898.62	899.37	2.64	2.64	Callahan	 TX
2599	Cameron, TX	1276.42	1276.33	905.57	905.57	905.76	890.92	370.85	370.58	Cameron	 TX
2600	Camp, TX	203.21	203.2	202.71	197.52	197.51	195.83	5.69	5.69	Camp	 TX
2601	Carson, TX	924.15	924.1	923.55	923.24	923.19	920.22	0.91	0.91	Carson	 TX
2602	Cass, TX	960.41	960.35	936.64	937.47	937.35	936.96	22.94	22.99	Cass	 TX
2603	Castro, TX	899.39	899.32	899.32	898.43	898.31	894.43	0.96	1.0	Castro	 TX
2604	Chambers, TX	868.59	871.99	616.1	599.36	599.31	597.14	269.23	272.68	Chambers	 TX
2605	Cherokee, TX	1062.02	1061.93	1052.05	1052.32	1052.22	1052.91	9.7	9.72	Cherokee	 TX
2606	Childress, TX	713.66	713.61	707.0	710.39	710.34	696.41	3.27	3.27	Childress	 TX
2607	Clay, TX	1116.23	1116.17	1085.5	1097.87	1097.82	1088.72	18.36	18.36	Clay	 TX
2608	Cochran, TX	775.34	775.31	774.58	775.25	775.22	775.15	0.09	0.09	Cochran	 TX
2609	Coke, TX	928.07	927.97	908.14	898.9	898.81	911.47	29.17	29.17	Coke	 TX
2610	Coleman, TX	1281.55	1281.45	1277.3	1272.94	1260.2	1261.95	8.61	21.25	Coleman	 TX
2611	Collin, TX	885.91	885.85	851.39	847.71	847.56	841.23	38.2	38.29	Collin	 TX
2612	Collingsworth, TX	919.48	919.44	908.83	918.84	918.8	918.44	0.64	0.64	Collingsworth	 TX
2613	Colorado, TX	973.68	973.59	964.59	963.04	962.95	960.27	10.64	10.64	Colorado	 TX
2614	Comal, TX	574.65	574.59	555.01	561.5	561.45	559.48	13.15	13.15	Comal	 TX
2615	Comanche, TX	947.74	947.67	930.16	937.76	937.69	937.75	9.98	9.98	Comanche	 TX
2616	Concho, TX	993.75	993.69	992.45	991.52	991.45	983.8	2.23	2.23	Concho	 TX
2617	Cooke, TX	898.87	898.81	892.56	873.79	873.64	874.76	25.08	25.17	Cooke	 TX
2618	Coryell, TX	1056.81	1056.73	1056.64	1051.85	1051.76	1052.07	4.96	4.97	Coryell	 TX
2619	Cottle, TX	901.66	901.59	895.46	901.24	901.18	900.56	0.42	0.42	Cottle	 TX
2620	Crane, TX	785.65	785.59	782.13	785.62	785.56	785.07	0.03	0.03	Crane	 TX
2621	Crockett, TX	2807.66	2807.43	2806.03	2807.65	2807.42	2807.33	0.01	0.01	Crockett	 TX
2622	Crosby, TX	901.74	901.69	898.52	899.57	899.51	900.2	2.17	2.17	Crosby	 TX
2623	Culberson, TX	3812.94	3812.71	3814.61	3812.69	3812.46	3812.8	0.25	0.25	Culberson	 TX
2624	Dallam, TX	1505.37	1505.26	1505.45	1504.81	1504.69	1503.26	0.56	0.56	Dallam	 TX
2625	Dallas, TX	908.87	908.56	879.95	879.88	879.6	871.28	28.99	28.96	Dallas	 TX
2626	Dawson, TX	902.16	902.12	902.69	902.1	902.06	900.31	0.06	0.06	Dawson	 TX
2627	Deaf Smith, TX	1498.36	1498.26	1497.27	1497.44	1497.34	1496.87	0.92	0.92	Deaf Smith	 TX
2628	Delta, TX	277.94	277.92	278.05	277.17	277.08	256.83	0.77	0.84	Delta	 TX
2629	Denton, TX	957.72	957.88	910.76	888.49	888.54	878.43	69.23	69.34	Denton	 TX
2630	DeWitt, TX	910.55	910.47	910.44	909.28	909.18	908.98	1.27	1.29	DeWitt	 TX
2631	Dickens, TX	905.26	905.21	906.54	904.26	904.21	901.72	1.0	1.0	Dickens	 TX
2632	Dimmit, TX	1334.58	1334.48	1307.19	1331.01	1330.91	1328.88	3.57	3.57	Dimmit	 TX
2633	Donley, TX	933.09	933.05	929.08	929.81	929.77	926.89	3.28	3.28	Donley	 TX
2634	Duval, TX	1795.82	1795.67	1795.07	1792.85	1792.71	1793.48	2.97	2.97	Duval	 TX
2635	Eastland, TX	931.98	931.9	924.13	926.09	926.01	926.49	5.89	5.89	Eastland	 TX
2636	Ector, TX	901.76	901.68	903.34	901.13	901.06	897.69	0.63	0.62	Ector	 TX
2637	Edwards, TX	2120.13	2119.95	2120.5	2119.94	2119.75	2117.86	0.19	0.19	Edwards	 TX
2638	Ellis, TX	951.73	951.66	938.87	939.98	939.91	935.49	11.75	11.75	Ellis	 TX
2639	El Paso, TX	1014.75	1014.68	1014.03	1013.09	1013.11	1012.69	1.66	1.57	El Paso	 TX
2640	Erath, TX	1089.88	1089.8	1079.52	1086.41	1086.33	1083.07	3.47	3.47	Erath	 TX
2641	Falls, TX	773.86	773.81	770.44	769.14	769.09	765.48	4.72	4.72	Falls	 TX
2642	Fannin, TX	899.23	899.16	894.83	891.56	891.45	890.84	7.67	7.71	Fannin	 TX
2643	Fayette, TX	959.92	959.84	949.78	950.13	950.03	950.01	9.79	9.81	Fayette	 TX
2644	Fisher, TX	901.82	901.74	896.5	901.24	901.16	898.94	0.58	0.58	Fisher	 TX
2645	Floyd, TX	992.57	992.51	992.29	992.3	992.19	992.14	0.27	0.32	Floyd	 TX
2646	Foard, TX	707.74	707.69	703.0	706.73	706.68	704.4	1.01	1.01	Foard	 TX
2647	Fort Bend, TX	886.11	886.05	875.68	875.04	874.64	861.48	11.07	11.41	Fort Bend	 TX
2648	Franklin, TX	294.79	294.77	294.16	285.67	285.66	284.39	9.12	9.12	Franklin	 TX
2649	Freestone, TX	892.2	892.13	887.95	885.25	877.43	877.74	6.95	14.7	Freestone	 TX
2650	Frio, TX	1134.39	1134.28	1132.82	1133.13	1133.02	1133.5	1.26	1.26	Frio	 TX
2651	Gaines, TX	1502.91	1502.84	1503.67	1502.42	1502.35	1502.38	0.49	0.49	Gaines	 TX
2652	Galveston, TX	876.46	872.93	399.0	398.68	398.47	378.36	477.78	474.46	Galveston	 TX
2653	Garza, TX	896.25	896.19	894.75	895.62	895.56	893.41	0.63	0.63	Garza	 TX
2654	Gillespie, TX	1061.58	1061.48	1061.44	1061.16	1061.06	1058.21	0.42	0.42	Gillespie	 TX
2655	Glasscock, TX	901.0	900.93	900.37	900.82	900.75	900.22	0.18	0.19	Glasscock	 TX
2656	Goliad, TX	859.43	859.35	858.65	853.58	853.52	852.01	5.85	5.83	Goliad	 TX
2657	Gonzales, TX	1069.91	1069.82	1067.72	1067.85	1067.75	1066.69	2.06	2.07	Gonzales	 TX
2658	Gray, TX	929.3	929.25	920.84	928.33	928.28	925.97	0.97	0.97	Gray	 TX
2659	Grayson, TX	979.25	979.19	934.09	933.68	933.51	932.8	45.57	45.68	Grayson	 TX
2660	Gregg, TX	276.41	276.37	272.84	274.07	274.03	273.3	2.34	2.34	Gregg	 TX
2661	Grimes, TX	801.27	801.16	799.4	793.82	793.6	787.46	7.45	7.56	Grimes	 TX
2662	Guadalupe, TX	714.23	714.17	713.26	711.2	711.14	711.3	3.03	3.03	Guadalupe	 TX
2663	Hale, TX	1004.86	1004.77	1005.4	1004.75	1004.65	1004.68	0.11	0.12	Hale	 TX
2664	Hall, TX	904.13	904.08	876.58	903.14	903.09	883.49	0.99	0.99	Hall	 TX
2665	Hamilton, TX	836.45	836.38	836.01	835.78	835.71	835.91	0.67	0.67	Hamilton	 TX
2666	Hansford, TX	920.48	920.4	920.75	919.88	919.8	919.81	0.6	0.6	Hansford	 TX
2667	Hardeman, TX	697.05	697.0	687.92	695.43	695.38	695.11	1.62	1.62	Hardeman	 TX
2668	Hardin, TX	897.43	897.37	898.13	894.38	894.33	890.57	3.05	3.04	Hardin	 TX
2669	Harris, TX	1777.89	1777.69	1734.3	1728.99	1728.83	1703.48	48.9	48.87	Harris	 TX
2670	Harrison, TX	915.17	915.09	908.49	898.84	898.71	899.95	16.33	16.38	Harrison	 TX
2671	Hartley, TX	1463.3	1463.2	1461.81	1462.35	1462.25	1462.03	0.95	0.95	Hartley	 TX
2672	Haskell, TX	910.33	910.25	900.82	903.04	902.97	903.13	7.29	7.29	Haskell	 TX
2673	Hays, TX	679.85	679.79	678.21	677.93	677.87	677.98	1.92	1.92	Hays	 TX
2674	Hemphill, TX	912.11	912.06	902.78	909.73	909.68	906.29	2.38	2.38	Hemphill	 TX
2675	Henderson, TX	949.09	949.0	888.42	874.37	874.24	873.75	74.72	74.76	Henderson	 TX
2676	Hidalgo, TX	1582.78	1582.66	1569.21	1569.07	1569.75	1570.87	13.71	12.92	Hidalgo	 TX
2677	Hill, TX	985.71	985.65	968.36	962.43	962.36	958.86	23.28	23.29	Hill	 TX
2678	Hockley, TX	908.57	908.55	907.78	908.3	908.28	908.39	0.27	0.27	Hockley	 TX
2679	Hood, TX	436.82	436.8	424.96	421.63	421.61	420.64	15.19	15.19	Hood	 TX
2680	Hopkins, TX	792.8	792.74	789.21	784.76	782.4	767.17	8.04	10.35	Hopkins	 TX
2681	Houston, TX	1236.93	1236.83	1234.34	1230.99	1230.89	1230.91	5.94	5.94	Houston	 TX
2682	Howard, TX	904.27	904.19	901.01	902.91	902.84	900.79	1.36	1.36	Howard	 TX
2683	Hudspeth, TX	4572.26	4571.93	4566.51	4571.33	4571.0	4570.98	0.93	0.93	Hudspeth	 TX
2684	Hunt, TX	882.09	882.02	840.14	841.23	841.16	840.32	40.86	40.87	Hunt	 TX
2685	Hutchinson, TX	895.01	894.95	871.5	887.43	887.37	887.42	7.58	7.58	Hutchinson	 TX
2686	Irion, TX	1051.68	1051.59	1051.86	1051.57	1051.48	1051.56	0.11	0.11	Irion	 TX
2687	Jack, TX	920.18	920.11	919.72	917.43	916.61	910.66	2.75	3.5	Jack	 TX
2688	Jackson, TX	857.1	857.03	843.59	829.52	829.49	829.44	27.58	27.54	Jackson	 TX
2689	Jasper, TX	969.68	969.62	921.16	937.47	937.4	938.85	32.21	32.22	Jasper	 TX
2690	Jeff Davis, TX	2264.77	2264.6	2257.36	2264.59	2264.43	2264.56	0.18	0.18	Jeff Davis	 TX
2691	Jefferson, TX	1111.32	1111.26	937.37	903.6	903.55	876.3	207.72	207.71	Jefferson	 TX
2692	Jim Hogg, TX	1136.24	1136.16	1136.18	1136.19	1136.11	1136.14	0.05	0.05	Jim Hogg	 TX
2693	Jim Wells, TX	868.3	868.22	866.78	864.65	864.52	864.97	3.65	3.71	Jim Wells	 TX
2694	Johnson, TX	734.43	734.46	730.3	729.37	729.42	724.69	5.06	5.03	Johnson	 TX
2695	Jones, TX	937.21	937.13	930.64	931.08	930.99	928.55	6.13	6.14	Jones	 TX
2696	Karnes, TX	753.58	753.58	753.2	750.31	750.32	747.56	3.27	3.27	Karnes	 TX
2697	Kaufman, TX	806.87	806.81	788.35	786.12	786.04	780.7	20.75	20.76	Kaufman	 TX
2698	Kendall, TX	663.1	663.04	662.76	662.5	662.44	662.45	0.6	0.6	Kendall	 TX
2699	Kenedy, TX	1945.6	1945.6	1389.15	1456.87	1456.77	1458.33	488.73	488.83	Kenedy	 TX
2700	Kent, TX	902.97	902.91	878.27	902.39	902.33	902.51	0.58	0.58	Kent	 TX
2701	Kerr, TX	1107.76	1107.66	1107.04	1106.27	1106.12	1103.32	1.49	1.54	Kerr	 TX
2702	Kimble, TX	1251.02	1250.92	1249.76	1250.79	1250.7	1250.99	0.23	0.23	Kimble	 TX
2703	King, TX	913.38	913.33	913.88	912.34	912.29	910.87	1.04	1.04	King	 TX
2704	Kinney, TX	1365.4	1365.31	1358.84	1363.53	1363.44	1360.06	1.87	1.87	Kinney	 TX
2705	Kleberg, TX	1090.5	1090.29	852.7	871.06	870.97	881.31	219.44	219.32	Kleberg	 TX
2706	Knox, TX	855.5	855.43	845.21	854.15	849.0	850.62	1.35	6.43	Knox	 TX
2707	Lamar, TX	932.53	932.47	919.23	917.06	916.81	907.19	15.47	15.66	Lamar	 TX
2708	Lamb, TX	1017.8	1017.73	1012.58	1016.28	1016.21	1016.18	1.52	1.52	Lamb	 TX
2709	Lampasas, TX	714.02	713.96	714.1	712.1	712.04	712.84	1.92	1.92	Lampasas	 TX
2710	La Salle, TX	1494.36	1494.23	1517.13	1488.98	1488.85	1486.69	5.38	5.38	La Salle	 TX
2711	Lavaca, TX	970.44	970.35	971.15	969.99	969.9	969.71	0.45	0.45	Lavaca	 TX
2712	Lee, TX	634.09	634.03	630.9	628.58	628.5	629.02	5.51	5.53	Lee	 TX
2713	Leon, TX	1080.47	1080.38	1078.55	1072.13	1072.04	1073.15	8.34	8.34	Leon	 TX
2714	Liberty, TX	1176.33	1176.22	1173.82	1159.83	1159.68	1158.42	16.5	16.54	Liberty	 TX
2715	Limestone, TX	933.22	933.15	930.49	908.88	908.88	905.29	24.34	24.27	Limestone	 TX
2716	Lipscomb, TX	932.28	932.22	933.01	932.17	932.11	932.18	0.11	0.11	Lipscomb	 TX
2717	Live Oak, TX	1078.94	1078.83	1056.63	1036.4	1036.3	1039.7	42.54	42.53	Live Oak	 TX
2718	Llano, TX	966.25	966.18	938.87	934.86	934.76	934.03	31.39	31.41	Llano	 TX
2719	Loving, TX	676.88	676.85	670.47	673.11	673.08	668.93	3.77	3.77	Loving	 TX
2720	Lubbock, TX	900.74	900.7	900.09	899.6	899.49	895.6	1.14	1.2	Lubbock	 TX
2721	Lynn, TX	893.5	893.46	887.9	891.92	891.88	891.87	1.58	1.58	Lynn	 TX
2722	McCulloch, TX	1073.43	1073.35	1071.35	1069.38	1069.31	1065.6	4.05	4.05	McCulloch	 TX
2723	McLennan, TX	1060.27	1060.23	1030.59	1041.93	1041.88	1037.1	18.34	18.34	McLennan	 TX
2724	McMullen, TX	1142.71	1142.6	1162.82	1113.1	1113.0	1139.43	29.61	29.6	McMullen	 TX
2725	Madison, TX	472.48	472.44	472.4	469.68	469.65	466.07	2.8	2.8	Madison	 TX
2726	Marion, TX	420.39	420.36	385.02	381.24	381.21	380.88	39.15	39.15	Marion	 TX
2727	Martin, TX	915.69	915.62	913.8	914.85	914.78	914.94	0.84	0.84	Martin	 TX
2728	Mason, TX	932.26	932.18	933.53	932.15	932.07	928.8	0.11	0.11	Mason	 TX
2729	Matagorda, TX	1612.33	1612.19	1127.17	1114.55	1114.46	1100.28	497.78	497.73	Matagorda	 TX
2730	Maverick, TX	1291.84	1291.74	1286.86	1280.17	1280.08	1279.26	11.67	11.66	Maverick	 TX
2731	Medina, TX	1334.63	1334.53	1331.4	1327.87	1327.76	1325.36	6.76	6.77	Medina	 TX
2732	Menard, TX	902.32	902.25	902.18	901.98	901.91	902.03	0.34	0.34	Menard	 TX
2733	Midland, TX	902.03	901.97	901.59	900.31	900.25	900.3	1.72	1.72	Midland	 TX
2734	Milam, TX	1021.74	1021.67	1019.06	1016.79	1016.71	1016.93	4.95	4.95	Milam	 TX
2735	Mills, TX	749.95	749.89	748.1	748.17	748.11	748.26	1.78	1.78	Mills	 TX
2736	Mitchell, TX	915.98	915.9	912.23	910.12	910.04	911.09	5.86	5.86	Mitchell	 TX
2737	Montague, TX	938.51	938.44	927.73	930.73	930.66	930.91	7.78	7.78	Montague	 TX
2738	Montgomery, TX	1076.91	1076.81	1047.29	1044.33	1044.03	1041.74	32.58	32.78	Montgomery	 TX
2739	Moore, TX	909.68	909.61	904.75	899.73	899.66	899.69	9.95	9.95	Moore	 TX
2740	Morris, TX	258.65	258.64	255.83	254.52	254.51	251.99	4.13	4.13	Morris	 TX
2741	Motley, TX	989.87	989.81	958.86	989.44	989.38	989.56	0.43	0.43	Motley	 TX
2742	Nacogdoches, TX	981.41	981.33	939.25	946.85	946.77	946.54	34.56	34.56	Nacogdoches	 TX
2743	Navarro, TX	1086.27	1086.17	1068.22	1071.2	1007.66	1009.63	15.07	78.51	Navarro	 TX
2744	Newton, TX	939.57	939.51	935.29	932.75	932.69	933.68	6.82	6.82	Newton	 TX
2745	Nolan, TX	914.01	913.93	914.68	912.06	911.98	912.0	1.95	1.94	Nolan	 TX
2746	Nueces, TX	1166.58	1166.42	847.48	835.89	835.82	838.48	330.69	330.6	Nueces	 TX
2747	Ochiltree, TX	918.14	918.07	918.89	917.63	917.56	917.63	0.51	0.51	Ochiltree	 TX
2748	Oldham, TX	1501.53	1501.42	1484.96	1500.74	1500.63	1500.53	0.79	0.79	Oldham	 TX
2749	Orange, TX	379.56	379.54	362.11	356.42	356.4	333.67	23.14	23.14	Orange	 TX
2750	Palo Pinto, TX	985.56	985.5	949.15	952.99	952.93	951.79	32.57	32.57	Palo Pinto	 TX
2751	Panola, TX	821.39	821.34	811.6	800.97	800.92	801.75	20.42	20.42	Panola	 TX
2752	Parker, TX	910.15	910.09	902.34	903.58	903.51	903.48	6.57	6.58	Parker	 TX
2753	Parmer, TX	885.23	885.17	884.53	881.72	881.66	880.78	3.51	3.51	Parmer	 TX
2754	Pecos, TX	4765.11	4764.73	4776.57	4764.04	4763.66	4763.85	1.07	1.07	Pecos	 TX
2755	Polk, TX	1109.91	1109.81	1061.44	1057.36	1057.26	1057.09	52.55	52.55	Polk	 TX
2756	Potter, TX	922.06	921.98	901.83	909.45	909.24	908.37	12.61	12.74	Potter	 TX
2757	Presidio, TX	3856.54	3856.26	3857.14	3855.79	3855.51	3855.24	0.75	0.75	Presidio	 TX
2758	Rains, TX	258.89	258.87	242.99	232.07	232.05	229.45	26.82	26.82	Rains	 TX
2759	Randall, TX	922.49	922.42	917.17	914.47	914.43	911.54	8.02	7.99	Randall	 TX
2760	Reagan, TX	1176.09	1175.98	1173.31	1175.41	1175.3	1175.3	0.68	0.68	Reagan	 TX
2761	Real, TX	700.09	700.04	697.17	699.96	699.91	699.2	0.13	0.13	Real	 TX
2762	Red River, TX	1057.67	1057.61	1053.64	1050.24	1050.18	1036.58	7.43	7.43	Red River	 TX
2763	Reeves, TX	2642.13	2641.95	2626.2	2636.05	2635.88	2635.38	6.08	6.07	Reeves	 TX
2764	Refugio, TX	818.72	818.64	770.86	770.33	770.21	770.44	48.39	48.43	Refugio	 TX
2765	Roberts, TX	924.25	924.19	914.62	924.15	924.09	924.06	0.1	0.1	Roberts	 TX
2766	Robertson, TX	865.73	865.67	863.67	854.63	854.56	855.68	11.1	11.11	Robertson	 TX
2767	Rockwall, TX	148.71	148.7	128.2	128.8	128.79	127.04	19.91	19.91	Rockwall	 TX
2768	Runnels, TX	1057.22	1057.13	1055.77	1054.51	1050.73	1050.95	2.71	6.4	Runnels	 TX
2769	Rusk, TX	938.7	938.62	932.33	923.64	923.55	924.03	15.06	15.07	Rusk	 TX
2770	Sabine, TX	576.65	576.61	485.68	490.3	490.27	491.39	86.35	86.34	Sabine	 TX
2771	San Augustine, TX	592.25	592.21	523.89	527.91	527.87	530.66	64.34	64.34	San Augustine	 TX
2772	San Jacinto, TX	627.96	627.9	572.19	570.71	570.65	569.24	57.25	57.25	San Jacinto	 TX
2773	San Patricio, TX	707.11	707.06	693.08	691.76	691.65	693.45	15.35	15.41	San Patricio	 TX
2774	San Saba, TX	1138.33	1138.25	1136.37	1134.55	1134.47	1135.3	3.78	3.78	San Saba	 TX
2775	Schleicher, TX	1310.74	1310.65	1309.38	1310.7	1310.61	1310.63	0.04	0.04	Schleicher	 TX
2776	Scurry, TX	907.61	907.53	900.25	902.57	902.5	905.44	5.04	5.03	Scurry	 TX
2777	Shackelford, TX	915.61	915.54	914.82	914.02	913.95	914.29	1.59	1.59	Shackelford	 TX
2778	Shelby, TX	834.6	834.53	790.63	794.2	794.11	795.58	40.4	40.43	Shelby	 TX
2779	Sherman, TX	923.27	923.2	922.9	923.11	923.03	923.04	0.16	0.16	Sherman	 TX
2780	Smith, TX	949.55	949.45	932.23	928.5	928.38	921.45	21.05	21.06	Smith	 TX
2781	Somervell, TX	191.91	191.9	188.39	187.18	187.17	186.46	4.73	4.73	Somervell	 TX
2782	Starr, TX	1229.38	1229.28	1226.0	1223.12	1223.02	1223.18	6.26	6.26	Starr	 TX
2783	Stephens, TX	921.55	921.48	893.89	894.72	894.64	896.72	26.83	26.84	Stephens	 TX
2784	Sterling, TX	923.58	923.49	922.87	923.45	923.36	923.45	0.13	0.13	Sterling	 TX
2785	Stonewall, TX	920.31	920.23	925.19	918.75	918.67	916.31	1.56	1.56	Stonewall	 TX
2786	Sutton, TX	1454.52	1454.4	1454.71	1453.89	1453.76	1453.93	0.63	0.63	Sutton	 TX
2787	Swisher, TX	900.74	900.68	902.06	900.49	900.43	890.16	0.25	0.25	Swisher	 TX
2788	Tarrant, TX	897.56	897.48	868.12	863.52	863.42	863.61	34.04	34.06	Tarrant	 TX
2789	Taylor, TX	919.34	919.25	917.11	915.7	915.63	915.55	3.64	3.63	Taylor	 TX
2790	Terrell, TX	2357.94	2357.75	2357.08	2357.91	2357.72	2358.03	0.03	0.03	Terrell	 TX
2791	Terry, TX	890.96	890.93	886.52	889.9	889.88	888.84	1.06	1.06	Terry	 TX
2792	Throckmorton, TX	915.54	915.47	912.16	912.41	912.34	912.55	3.13	3.13	Throckmorton	 TX
2793	Titus, TX	425.72	425.69	412.35	410.58	410.54	406.05	15.14	15.15	Titus	 TX
2794	Tom Green, TX	1540.63	1540.54	1514.83	1522.19	1522.1	1521.97	18.44	18.44	Tom Green	 TX
2795	Travis, TX	1022.19	1022.08	989.05	989.41	989.3	990.2	32.78	32.77	Travis	 TX
2796	Trinity, TX	714.05	714.0	691.55	692.89	692.84	693.61	21.16	21.16	Trinity	 TX
2797	Tyler, TX	935.77	935.71	922.47	922.97	922.9	924.5	12.8	12.81	Tyler	 TX
2798	Upshur, TX	592.72	592.67	587.18	587.72	587.64	582.95	5.0	5.02	Upshur	 TX
2799	Upton, TX	1241.93	1241.83	1243.1	1241.77	1241.68	1241.32	0.16	0.16	Upton	 TX
2800	Uvalde, TX	1558.71	1558.6	1564.29	1556.65	1556.55	1551.95	2.06	2.06	Uvalde	 TX
2801	Val Verde, TX	3232.7	3232.4	3149.73	3170.68	3170.38	3144.75	62.02	62.02	Val Verde	 TX
